tweet_id,text,created_at,lang,user_id_hashed,retweet_count,like_count,comment_count,is_reply,is_retweet,is_quote,urls,username,clean_text,timestamp
1705266228942770359,"Oct 4th, 4pm ET: Join AI luminaries @geoffreyhinton  and @drfeifei in conversation with Radical's @JordanJacobs10 on building responsible AI systems and how their careers intersected at one of modern AI’s key inflection points. Sign-up here: lnkd.in/gqY3yjjU",2023-09-22 17:02:00+00:00,en,fef80054a121f531,0,123,12,False,True,True,"[""https://nitter.net/geoffreyhinton"", ""https://nitter.net/drfeifei"", ""https://nitter.net/JordanJacobs10"", ""https://lnkd.in/gqY3yjjU""]",geoffreyhinton,Oct 4th 4pm ET Join AI luminaries and in conversation with Radicals on building responsible AI systems and how their careers intersected at one of modern AIs key inflection points Signup here lnkdingqY3yjjU,2023-09-22T17:02:00Z
1672000400889638912,"The University of Toronto made a video for a non technical audience in which I explain how deep learning works, the enormous promise of this technology and some of the potential risks.  piped.video/-9cW4Gcn5WY",2023-06-22 21:55:00+00:00,en,fef80054a121f531,492,1767,78,False,False,False,"[""https://piped.video/-9cW4Gcn5WY""]",geoffreyhinton,The University of Toronto made a video for a non technical audience in which I explain how deep learning works the enormous promise of this technology and some of the potential risks pipedvideo9cW4Gcn5WY,2023-06-22T21:55:00Z
1654474560962457601,"Dishonest CBC headline:
""Canada's AI pioneer Geoffrey Hinton says AI could wipe out humans. In the meantime, there's money to be made"". 
The second sentence was said by a journalist, not me, but you wouldn't know that.",2023-05-05 13:14:00+00:00,en,fef80054a121f531,832,6388,392,False,False,False,[],geoffreyhinton,Dishonest CBC headline Canadas AI pioneer Geoffrey Hinton says AI could wipe out humans In the meantime theres money to be made The second sentence was said by a journalist not me but you wouldnt know that,2023-05-05T13:14:00Z
1652993570721210372,"In the NYT today, Cade Metz implies that I left Google so that I could criticize Google. Actually, I left so that I could talk about the dangers of AI without considering how this impacts Google. Google has acted very responsibly.",2023-05-01 11:09:00+00:00,en,fef80054a121f531,2907,15255,613,False,False,False,[],geoffreyhinton,In the NYT today Cade Metz implies that I left Google so that I could criticize Google Actually I left so that I could talk about the dangers of AI without considering how this impacts Google Google has acted very responsibly,2023-05-01T11:09:00Z
1652214366236803073,"Wondering about how to train deep neural networks without backprop? Check out our ICLR 2023 paper: arxiv.org/abs/2210.03310

Forward gradient computes gradient information from forward pass. But it is slow and noisy — it computes the directional gradient along a random weight perturbation. Gradient variance explodes with deeper and wider networks. 

Our key insight is to utilize local activity perturbation and we introduce a new architecture with many local losses throughout the network so that each loss is associated with a small number of weights.

Both supervised and self-supervised (contrastive) learning works. Much better than a lot of backprop-free methods on large scale problems.

Joint work with @geoffreyhinton @skornblith @lrjconan

Our ICLR poster will be presented on Tuesday May 2, in Kigali, Rwanda!",2023-04-29 07:32:00+00:00,en,fef80054a121f531,0,925,30,False,True,False,"[""https://arxiv.org/abs/2210.03310"", ""https://nitter.net/geoffreyhinton"", ""https://nitter.net/skornblith"", ""https://nitter.net/lrjconan""]",geoffreyhinton,Wondering about how to train deep neural networks without backprop Check out our ICLR 2023 paper arxivorgabs221003310 Forward gradient computes gradient information from forward pass But it is slow and noisy it computes the directional gradient along a random weight perturbation Gradient variance explodes with deeper and wider networks Our key insight is to utilize local activity perturbation and we introduce a new architecture with many local losses throughout the network so that each loss is associated with a small number of weights Both supervised and selfsupervised contrastive learning works Much better than a lot of backpropfree methods on large scale problems Joint work with Our ICLR poster will be presented on Tuesday May 2 in Kigali Rwanda,2023-04-29T07:32:00Z
1636110447442112513,Reinforcement Learning by Human Feedback is just parenting for a supernaturally precocious child.,2023-03-15 21:01:00+00:00,en,fef80054a121f531,467,3221,125,False,False,False,[],geoffreyhinton,Reinforcement Learning by Human Feedback is just parenting for a supernaturally precocious child,2023-03-15T21:01:00Z
1635739459764322330,Caterpillars extract nutrients which are then converted into butterflies. People have extracted billions of nuggets of understanding and GPT-4 is humanity's butterfly.,2023-03-14 20:27:00+00:00,en,fef80054a121f531,591,3144,108,False,False,False,[],geoffreyhinton,Caterpillars extract nutrients which are then converted into butterflies People have extracted billions of nuggets of understanding and GPT4 is humanitys butterfly,2023-03-14T20:27:00Z
1625105026333933568,"Nominations for the Royal Society's medals and awards close on Friday 24 February, celebrating outstanding contributions to science from individuals and teams. You don't have to be a Fellow of the Royal Society to nominate or be nominated, find out more: royalsociety.org/grants-sche…",2023-02-13 12:10:00+00:00,en,fef80054a121f531,0,100,10,False,True,False,"[""https://royalsociety.org/grants-schemes-awards/awards/nominations/?utm_source=twitter&utm_medium=social&utm_campaign=rs-social-sciprogs-medals-and-awards-nominations-2023""]",geoffreyhinton,Nominations for the Royal Societys medals and awards close on Friday 24 February celebrating outstanding contributions to science from individuals and teams You dont have to be a Fellow of the Royal Society to nominate or be nominated find out more royalsocietyorggrantssche,2023-02-13T12:10:00Z
1616154554768162818,A huge amount of practical experience has been distilled into this great guide to tuning deep learning models.,2023-01-19 19:24:00+00:00,en,fef80054a121f531,143,852,74,False,False,True,[],geoffreyhinton,A huge amount of practical experience has been distilled into this great guide to tuning deep learning models,2023-01-19T19:24:00Z
1583498744204361737,Renjie finally got Gaussian-Bernoulli RBMs to work well.,2022-10-21 16:41:00+00:00,en,fef80054a121f531,77,600,17,False,False,True,[],geoffreyhinton,Renjie finally got GaussianBernoulli RBMs to work well,2022-10-21T16:41:00Z
1582170124768792576,AI is eating software. I’ve said this for a while. Why? Traditional software never improves. AI enables ‘smart’ software to learn & improve constantly. The world runs on software and AI is changing everything. Yet few people see or understand the massive AI wave on the horizon.,2022-10-18 00:42:00+00:00,en,fef80054a121f531,0,1278,94,False,True,False,[],geoffreyhinton,AI is eating software Ive said this for a while Why Traditional software never improves AI enables smart software to learn improve constantly The world runs on software and AI is changing everything Yet few people see or understand the massive AI wave on the horizon,2022-10-18T00:42:00Z
1574839268064858148,"Super excited to announce that I will join the ECE department at UCSB @ucsantabarbara as an assistant professor in January, 2023! After three amazing years at @googIeresearch in New York, I will move back to California! Actively looking for students and please get in touch😀!",2022-09-27 19:11:00+00:00,en,fef80054a121f531,0,650,53,False,True,False,"[""https://nitter.net/ucsantabarbara"", ""https://nitter.net/googIeresearch""]",geoffreyhinton,Super excited to announce that I will join the ECE department at UCSB as an assistant professor in January 2023 After three amazing years at in New York I will move back to California Actively looking for students and please get in touch,2022-09-27T19:11:00Z
1533908809449627649,"I tried HSBC chat. Here's what they said:
I’ll transfer you to an agent now. It could take up to 6 hours to get connected because our agents are helping other customers like you. Please feel free to log out of Online Banking, and check back later for our response. Thank you.",2022-06-06 20:28:00+00:00,en,fef80054a121f531,12,129,12,False,False,False,[],geoffreyhinton,I tried HSBC chat Heres what they said Ill transfer you to an agent now It could take up to 6 hours to get connected because our agents are helping other customers like you Please feel free to log out of Online Banking and check back later for our response Thank you,2022-06-06T20:28:00Z
1533906800696770563,Does HSBC UK have any ML people?  HSBC will not comply with my written instructions to transfer money within the UK. Fraud detection says it must be authorized by high value transfers. High value transfers say they cannot authorize it. 7  hours on the phone so far. Help!,2022-06-06 20:20:00+00:00,en,fef80054a121f531,34,553,59,False,False,False,[],geoffreyhinton,Does HSBC UK have any ML people HSBC will not comply with my written instructions to transfer money within the UK Fraud detection says it must be authorized by high value transfers High value transfers say they cannot authorize it 7 hours on the phone so far Help,2022-06-06T20:20:00Z
1462786695938465795,"Join us at @UofTCompSci! We are now hiring for tenure-stream faculty positions in multiple areas.

We will start reviewing applications on December 6, and we will give full consideration to all applications submitted by January 10.

Get the details: uoft.me/7jH",2021-11-22 14:15:00+00:00,en,fef80054a121f531,0,86,4,False,True,False,"[""https://nitter.net/UofTCompSci"", ""https://uoft.me/7jH""]",geoffreyhinton,Join us at We are now hiring for tenurestream faculty positions in multiple areas We will start reviewing applications on December 6 and we will give full consideration to all applications submitted by January 10 Get the details uoftme7jH,2021-11-22T14:15:00Z
1453903951519125505,"📢📢📢 Have you ever wondered what ""capsules"" are in deep learning? For primary capsules, it is actually very very simple, and explained excellently by Weiwei in his upcoming talk at #NeurIPS21, linked below:

piped.video/tUQJV2W7Z8g
canonical-capsules.github.io

Thread 🧵⬇️",2021-10-29 01:58:00+00:00,en,fef80054a121f531,0,234,8,False,True,False,"[""https://nitter.net/search?q=%23NeurIPS21"", ""https://piped.video/tUQJV2W7Z8g"", ""https://canonical-capsules.github.io/""]",geoffreyhinton,Have you ever wondered what capsules are in deep learning For primary capsules it is actually very very simple and explained excellently by Weiwei in his upcoming talk at NeurIPS21 linked below pipedvideotUQJV2W7Z8g canonicalcapsulesgithubio Thread,2021-10-29T01:58:00Z
1436444569164521476,"Canadian politicians are talking about setting up a Canadian DARPA. Tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the self-healing minefield. Encourage start-ups, not the military industrial complex.",2021-09-10 21:40:00+00:00,en,fef80054a121f531,210,1805,39,False,False,False,[],geoffreyhinton,Canadian politicians are talking about setting up a Canadian DARPA Tying precious research dollars to military applications is not an efficient way to innovate and will lead to obscenities like the selfhealing minefield Encourage startups not the military industrial complex,2021-09-10T21:40:00Z
1408822677545099275,A common argument against taking inspiration from the brain when designing neural networks is that it's like taking inspiration from feathers when designing flying machines.  Drones need blades that will not damage things they hit and can be easily repaired with a quick preen.,2021-06-26 16:21:00+00:00,en,fef80054a121f531,141,1059,36,False,False,False,[],geoffreyhinton,A common argument against taking inspiration from the brain when designing neural networks is that its like taking inspiration from feathers when designing flying machines Drones need blades that will not damage things they hit and can be easily repaired with a quick preen,2021-06-26T16:21:00Z
1404458382686359558,Canada prides itself on being a more caring society than the US and is publicly apologetic about its past abuses. So why is it ignoring current torture in its prisons? ottawacitizen.com/opinion/do…,2021-06-14 15:19:00+00:00,en,fef80054a121f531,29,182,9,False,False,False,"[""https://ottawacitizen.com/opinion/doob-and-sprott-trudeau-should-not-tolerate-the-torture-of-prisoners-in-canada""]",geoffreyhinton,Canada prides itself on being a more caring society than the US and is publicly apologetic about its past abuses So why is it ignoring current torture in its prisons ottawacitizencomopiniondo,2021-06-14T15:19:00Z
1402300077406928897,I am excited to support @raquelutrasun as she begins her next chapter with @waabi_ai. She has been an AI pioneer for the last 20 years and will bring new thinking to an incredibly important space.,2021-06-08 16:22:00+00:00,en,fef80054a121f531,25,495,6,False,False,False,"[""https://nitter.net/Waabi_ai""]",geoffreyhinton,I am excited to support as she begins her next chapter with She has been an AI pioneer for the last 20 years and will bring new thinking to an incredibly important space,2021-06-08T16:22:00Z
1367542860782825472,"Describe coding in exactly six words.

We’ll RT all the best ones.

From the folks @StackOverflow:

Build. Deploy. Test. Debug. Debug. Debug.

#CodingIn6Words #ThursdayThoughts",2021-03-04 18:30:00+00:00,en,fef80054a121f531,0,566,491,False,True,False,"[""https://nitter.net/StackOverflow"", ""https://nitter.net/search?q=%23CodingIn6Words"", ""https://nitter.net/search?q=%23ThursdayThoughts""]",geoffreyhinton,Describe coding in exactly six words Well RT all the best ones From the folks Build Deploy Test Debug Debug Debug CodingIn6Words ThursdayThoughts,2021-03-04T18:30:00Z
1365311399287808002,"I have a new paper on how to represent part-whole hierarchies in neural networks. 

arxiv.org/abs/2102.12627",2021-02-26 14:42:00+00:00,en,fef80054a121f531,593,2889,45,False,False,False,"[""http://arxiv.org/abs/2102.12627""]",geoffreyhinton,I have a new paper on how to represent partwhole hierarchies in neural networks arxivorgabs210212627,2021-02-26T14:42:00Z
1337074521585618944,"Finding the natural parts of an object and their intrinsic coordinate frames without supervision is a crucial step in learning to parse images into part-whole hierarchies. If we start with point clouds, we can do it!",2020-12-10 16:39:00+00:00,en,fef80054a121f531,176,940,10,False,False,True,[],geoffreyhinton,Finding the natural parts of an object and their intrinsic coordinate frames without supervision is a crucial step in learning to parse images into partwhole hierarchies If we start with point clouds we can do it,2020-12-10T16:39:00Z
1333474402235609088,"Our new paper ""𝐔𝐧𝐬𝐮𝐩𝐞𝐫𝐯𝐢𝐬𝐞𝐝 𝐩𝐚𝐫𝐭 𝐫𝐞𝐩𝐫𝐞𝐬𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧 𝐛𝐲 𝐅𝐥𝐨𝐰 𝐂𝐚𝐩𝐬𝐮𝐥𝐞𝐬"" is out arxiv.org/abs/2011.13920

TL;DR: are newborns exposed to 14 million (i.e. ImageNet) labeled images? No! They learn by observing motion... in an unsupervised fashion",2020-11-30 18:14:00+00:00,en,fef80054a121f531,0,340,6,False,True,False,"[""https://arxiv.org/abs/2011.13920""]",geoffreyhinton,Our new paper is out arxivorgabs201113920 TLDR are newborns exposed to 14 million ie ImageNet labeled images No They learn by observing motion in an unsupervised fashion,2020-11-30T18:14:00Z
1304431040728096770,"Read my latest #research on #MachineLearning applied to #DrugSideEffectsPrediction, published with @SpringerNature in @NatureComms together with my brilliant PhD student @diegogaleano05 and 
@shantaolee and @MarkGerstein
nature.com/articles/s41467-0…",2020-09-11 14:46:00+00:00,en,fef80054a121f531,0,222,7,False,True,False,"[""https://nitter.net/search?q=%23research"", ""https://nitter.net/search?q=%23MachineLearning"", ""https://nitter.net/search?q=%23DrugSideEffectsPrediction"", ""https://nitter.net/SpringerNature"", ""https://nitter.net/NatureComms"", ""https://nitter.net/diegogaleano05"", ""https://nitter.net/shantaolee"", ""https://nitter.net/MarkGerstein"", ""https://www.nature.com/articles/s41467-020-18305-y""]",geoffreyhinton,Read my latest research on MachineLearning applied to DrugSideEffectsPrediction published with in together with my brilliant PhD student and and naturecomarticless414670,2020-09-11T14:46:00Z
1296599857638125568,"My wonderful former graduate student, Roland Memisevic, used neural networks to make a great fitness app:

cnbc.com/2020/08/20/twentybn…",2020-08-21 00:07:00+00:00,en,fef80054a121f531,81,588,10,False,False,False,"[""https://www.cnbc.com/2020/08/20/twentybn-ally-microsoft-apple-amazon.html""]",geoffreyhinton,My wonderful former graduate student Roland Memisevic used neural networks to make a great fitness app cnbccom20200820twentybn,2020-08-21T00:07:00Z
1296466812696240131,"Source code and full talk for 𝗡𝗔𝗦𝗔: 𝗡𝗲𝘂𝗿𝗮𝗹 𝗔𝗿𝘁𝗶𝗰𝘂𝗹𝗮𝘁𝗲𝗱 𝗦𝗵𝗮𝗽𝗲 𝗔𝗽𝗽𝗿𝗼𝘅𝗶𝗺𝗮𝘁𝗶𝗼𝗻 is now available – links 👇👇

Talk @ #ECCV2020 → piped.video/-6e_46VuH8U
Project page → nasa-eccv20.github.io
Source code → github.com/tensorflow/graphi…",2020-08-20 15:19:00+00:00,en,fef80054a121f531,0,133,2,False,True,False,"[""https://nitter.net/search?q=%23ECCV2020"", ""https://piped.video/-6e_46VuH8U"", ""http://nasa-eccv20.github.io/"", ""https://github.com/tensorflow/graphics/tree/master/tensorflow_graphics/projects/nasa""]",geoffreyhinton,Source code and full talk for is now available links Talk ECCV2020 pipedvideo6e46VuH8U Project page nasaeccv20githubio Source code githubcomtensorflowgraphi,2020-08-20T15:19:00Z
1286006705722200064,"Do you like implicit functions to model 3D geometry?
We show that ""Neural Articulated Shape Approximation"" improves the approximation power by over 50% ABSOLUTE!!

Fast-forward of our #ECCV paper, full talk, additional material, and code comings soon.

arxiv.org/abs/1912.03207",2020-07-22 18:34:00+00:00,en,fef80054a121f531,0,260,3,False,True,False,"[""https://nitter.net/search?q=%23ECCV"", ""https://arxiv.org/abs/1912.03207""]",geoffreyhinton,Do you like implicit functions to model 3D geometry We show that Neural Articulated Shape Approximation improves the approximation power by over 50 ABSOLUTE Fastforward of our ECCV paper full talk additional material and code comings soon arxivorgabs191203207,2020-07-22T18:34:00Z
1273686900285603843,"A non-linearity that works much better than ReLUs. The work described in this video might also be relevant to understanding grid cells.
piped.video/watch?v=Q2fLWGBe…",2020-06-18 18:39:00+00:00,en,fef80054a121f531,702,2719,42,False,False,False,"[""https://piped.video/watch?v=Q2fLWGBeaiI&feature=piped.video""]",geoffreyhinton,A nonlinearity that works much better than ReLUs The work described in this video might also be relevant to understanding grid cells pipedvideowatchvQ2fLWGBe,2020-06-18T18:39:00Z
1273328639673806851,"I thought I had a very good idea about perceptual learning and accepted several invitations to give talks about it next week.  But I have just discovered a fatal flaw in the idea, so I am cancelling all those talks. I apologize.",2020-06-17 18:56:00+00:00,en,fef80054a121f531,392,5875,113,False,False,False,[],geoffreyhinton,I thought I had a very good idea about perceptual learning and accepted several invitations to give talks about it next week But I have just discovered a fatal flaw in the idea so I am cancelling all those talks I apologize,2020-06-17T18:56:00Z
1270814602931187715,"Extrapolating the spectacular performance of GPT3 into the future suggests that the answer to life, the universe and everything is just 4.398 trillion parameters.",2020-06-10 20:26:00+00:00,en,fef80054a121f531,645,3772,64,False,False,False,[],geoffreyhinton,Extrapolating the spectacular performance of GPT3 into the future suggests that the answer to life the universe and everything is just 4398 trillion parameters,2020-06-10T20:26:00Z
1258143109344624643,My friend @Jordanjacobs10 of @RadicalVCFund asked what I thought of the @covariantAI team and technology. I told him I had made a rather small investment (I don't want to reinforce reinforcement learning) but now wished I had invested 100X more. So Radical did (and then some).,2020-05-06 21:14:00+00:00,en,fef80054a121f531,52,469,12,False,False,False,"[""https://nitter.net/JordanJacobs10"", ""https://nitter.net/radicalvcfund"", ""https://nitter.net/CovariantAI""]",geoffreyhinton,My friend of asked what I thought of the team and technology I told him I had made a rather small investment I dont want to reinforce reinforcement learning but now wished I had invested 100X more So Radical did and then some,2020-05-06T21:14:00Z
1253517893540732928,This is a really neat way of using neural networks to get rid of polygonal meshes. The interaction of computer graphics with neural networks is really exciting.,2020-04-24 02:55:00+00:00,en,fef80054a121f531,203,945,12,False,False,True,[],geoffreyhinton,This is a really neat way of using neural networks to get rid of polygonal meshes The interaction of computer graphics with neural networks is really exciting,2020-04-24T02:55:00Z
1253515367223361542,The sequence modeling group at the Toronto lab of Google Research has some really impressive new work on generating the words in a sequence in parallel. Imputers rock!,2020-04-24 02:45:00+00:00,en,fef80054a121f531,49,213,1,False,False,True,[],geoffreyhinton,The sequence modeling group at the Toronto lab of Google Research has some really impressive new work on generating the words in a sequence in parallel Imputers rock,2020-04-24T02:45:00Z
1253513902614360065,This is really nice work,2020-04-24 02:39:00+00:00,en,fef80054a121f531,29,195,2,False,False,True,[],geoffreyhinton,This is really nice work,2020-04-24T02:39:00Z
1242635161520439298,Shooting someone on Fifth Avenue and getting away with it seems like a minor indiscretion compared with killing thousands of New Yorkers by refusing to order the manufacture of ventilators.,2020-03-25 02:11:00+00:00,en,fef80054a121f531,218,1464,28,False,False,False,[],geoffreyhinton,Shooting someone on Fifth Avenue and getting away with it seems like a minor indiscretion compared with killing thousands of New Yorkers by refusing to order the manufacture of ventilators,2020-03-25T02:11:00Z
1242288208093818882,"I was not far off! 
Data from @StanfordEng Professors @yicuistanford
 & Steven Chu show #N95masks can be decontaminated without decreasing filtration efficiency using 70C heat for 30 min. Alcohol & bleach should not be used.",2020-03-24 03:12:00+00:00,en,fef80054a121f531,40,253,13,False,False,False,"[""https://nitter.net/StanfordEng"", ""https://nitter.net/yicuistanford"", ""https://nitter.net/search?q=%23N95masks""]",geoffreyhinton,I was not far off Data from Professors Steven Chu show N95masks can be decontaminated without decreasing filtration efficiency using 70C heat for 30 min Alcohol bleach should not be used,2020-03-24T03:12:00Z
1242185432022110209,"Students at U. Toronto have a website flatten.ca/ 
for people in the Greater Toronto Area to report symptoms of COVID-19. The reported numbers of likely positive cases and vulnerable individuals are displayed for each region defined by the first half of the postcode.",2020-03-23 20:24:00+00:00,en,fef80054a121f531,148,362,13,False,False,False,"[""https://flatten.ca/""]",geoffreyhinton,Students at U Toronto have a website flattenca for people in the Greater Toronto Area to report symptoms of COVID19 The reported numbers of likely positive cases and vulnerable individuals are displayed for each region defined by the first half of the postcode,2020-03-23T20:24:00Z
1241924103013007362,"Data from @StanfordEng Professors 
@yicuistanford & Steven Chu show #N95masks can be decontaminated without decreasing filtration efficiency using 70C heat for 30 min. Alcohol & bleach should not be used.   @hmkyale @DermHAG @mike_mitt  aim.stanford.edu/covid-19-ev…",2020-03-23 03:05:00+00:00,en,fef80054a121f531,0,210,14,False,True,False,"[""https://nitter.net/StanfordEng"", ""https://nitter.net/yicuistanford"", ""https://nitter.net/search?q=%23N95masks"", ""https://nitter.net/hmkyale"", ""https://nitter.net/mike_mitt"", ""https://aim.stanford.edu/covid-19-evidence-service/""]",geoffreyhinton,Data from Professors Steven Chu show N95masks can be decontaminated without decreasing filtration efficiency using 70C heat for 30 min Alcohol bleach should not be used aimstanfordeducovid19ev,2020-03-23T03:05:00Z
1239992952144957441,"NASA: Neural Articulated Shape Approximation

Representing characters and deformable shapes without polygonal meshes for 3D perception, games, ... 
arxiv.org/pdf/1912.03207.pdf",2020-03-17 19:12:00+00:00,en,fef80054a121f531,0,339,7,False,True,False,"[""https://arxiv.org/pdf/1912.03207.pdf""]",geoffreyhinton,NASA Neural Articulated Shape Approximation Representing characters and deformable shapes without polygonal meshes for 3D perception games arxivorgpdf191203207pdf,2020-03-17T19:12:00Z
